"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Mycotoxin","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"HT09RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_9599","NG_055731",94.286,1.38e-38,161,105,99.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13329","NG_055731",90.833,1.4e-38,161,120,108.9996,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_72178","NG_055731",90.756,5.02e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12631","NG_055731",90.756,4.94e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_43090","NG_055731",94.231,3.76e-38,159,104,98.00024,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_15354","NG_055731",90.756,4.98e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_46628","NG_055731",92.727,4.78e-38,159,110,101.9997,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_46631","NG_055731",92.727,4.78e-38,159,110,101.9997,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_46632","NG_055731",92.727,4.78e-38,159,110,101.9997,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_53135","NG_055731",92.727,4.78e-38,159,110,101.9997,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_53140","NG_055731",92.727,4.78e-38,159,110,101.9997,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_9625","NG_055731",92.793,4.94e-38,159,111,103.00023,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_22029","NG_055731",90.756,4.94e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_22030","NG_055731",90.756,4.98e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_22031","NG_055731",90.756,4.98e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_28399","NG_055731",92.727,4.98e-38,159,110,101.9997,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_39811","NG_055731",93.458,4.94e-38,159,107,100.00006,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_56839","NG_055731",91.453,4.98e-38,159,117,107.00001,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_56844","NG_055731",91.453,4.98e-38,159,117,107.00001,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT01RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_1118","NG_055731",94.231,4.94e-38,159,104,98.00024,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5880","NG_055731",94.231,3.32e-38,159,104,98.00024,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_10112","NG_055731",90.756,4.98e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_10113","NG_055731",90.756,4.98e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_8463","NG_055731",95.918,3.04e-38,159,98,93.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_9528","NG_055731",92.727,4.94e-38,159,110,101.9997,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_28130","NG_055731",92.793,4.94e-38,159,111,103.00023,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2312","NG_055731",95.918,4.21e-38,159,98,93.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3878","NG_055731",95.918,4.21e-38,159,98,93.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_16297","NG_055731",95.918,4.21e-38,159,98,93.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_16298","NG_055731",95.918,4.21e-38,159,98,93.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_23033","NG_055731",96.842,4.21e-38,159,95,91.9999,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_478","NG_055731",93.458,4.98e-38,159,107,100.00006,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_8220","NG_055731",92.793,4.98e-38,159,111,103.00023,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_15179","NG_055731",90.756,4.98e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13323","NG_055731",90.756,4.98e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13330","NG_055731",90.756,5.02e-38,159,119,107.99964,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_38279","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_47048","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_61658","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_61660","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_64927","NG_055731",91.964,1.81e-37,158,112,102.99968,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_65731","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_83450","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_112126","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_18630","NG_055731",91.304,1.79e-37,158,115,104.9996,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_15342","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_28559","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_74558","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_71501","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_71502","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_71508","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_71509","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_71511","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_71512","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_31298","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_55236","NG_055731",92.661,1.81e-37,158,109,101.00049,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_8603","NG_055731",94.175,1.72e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_32490","NG_055731",93.396,1.72e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_32495","NG_055731",93.396,1.72e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_48313","NG_055731",92.661,1.72e-37,158,109,101.00049,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_53136","NG_055731",94.175,1.72e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_53191","NG_055731",92.661,1.72e-37,158,109,101.00049,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_55236","NG_055731",94.175,1.72e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_23910","NG_055731",93.396,1.78e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_23912","NG_055731",93.396,1.78e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_35704","NG_055731",93.396,1.78e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_44763","NG_055731",93.396,1.78e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_44764","NG_055731",93.396,1.78e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_23510","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_43376","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_50900","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_50960","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_50967","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21128","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_42317","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_42319","NG_055731",93.396,1.81e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_55826","NG_055731",91.964,1.81e-37,158,112,102.99968,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_26970","NG_055731",93.396,1.78e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_36694","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_58646","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_58649","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_33713","NG_055731",92.661,1.79e-37,158,109,101.00049,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_33714","NG_055731",92.661,1.79e-37,158,109,101.00049,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_15506","NG_055731",93.396,1.78e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_9814","NG_055731",96.809,1.51e-37,158,94,91.00046,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13707","NG_055731",94.175,1.51e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13708","NG_055731",94.175,1.51e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13718","NG_055731",94.175,1.51e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13719","NG_055731",94.175,1.51e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13721","NG_055731",94.175,1.51e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13722","NG_055731",94.175,1.51e-37,158,103,97.00025,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_24724","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_25335","NG_055731",92.661,1.81e-37,158,109,101.00049,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_27663","NG_055731",90.083,1.47e-37,158,121,109.00043,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_15004","NG_055731",93.396,1.79e-37,158,106,98.99976,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_25021","NG_055731",92.661,1.79e-37,158,109,101.00049,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12626","NG_055731",92.593,6.49e-37,156,108,100.00044,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12627","NG_055731",92.593,6.49e-37,156,108,100.00044,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12628","NG_055731",92.593,6.49e-37,156,108,100.00044,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_15353","NG_055731",92.593,6.44e-37,156,108,100.00044,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_15064","NG_055731",93.333,6.44e-37,156,105,97.99965,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
